-25;-24;-23;-22;-21;-20;-19;-18;-17;-16;-15;-14;-13;-12;-11;-10;-9;-8;-7;-6;-5;-4;-3;-2;-1;0
0.4499;0.44475;0.43445;0.4263;0.4252;0.41645;0.3977;0.38435;0.37835;0.3604;0.3437;0.3323;0.31075;0.28855;0.26515;0.2447;0.2096;0.18415;0.15405;0.13475;0.1077;0.0769;0.0577;0.0402;0.0246;0.01415
0.35715;0.3455;0.3158;0.2989;0.2728;0.2428;0.21445;0.1799;0.15395;0.1233;0.09275;0.06555;0.0428;0.02445;0.01385;0.0058;0.00265;0.00115;0.0004;0.0002;0;0;0;0;0;0
0.3086;0.2917;0.2602;0.23835;0.19745;0.1679;0.13585;0.1061;0.07630000000000001;0.0508;0.0327;0.0192;0.008449999999999999;0.0029;0.001;0.00025;0;0;0;0;0;0;0;0;0;0
0.21755;0.1796;0.15175;0.1165;0.08160000000000001;0.061;0.0361;0.01965;0.01025;0.004;0.00105;0.0002;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0.18585;0.15055;0.11825;0.09295;0.0664;0.04635;0.0307;0.01735;0.008750000000000001;0.00385;0.0017;0.00035;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0.04385;0.02295;0.0122;0.00475;0.0022;0.00055;0.0001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
