-25,-24,-23,-22,-21,-20,-19,-18,-17,-16,-15,-14,-13,-12,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5
0.4516,0.45095,0.43815,0.428,0.4239,0.4104,0.4002,0.38245,0.37575,0.3569,0.34755,0.336,0.3056,0.28635,0.26295,0.2437,0.2176,0.18735,0.1567,0.1272,0.1102,0.08,0.0601,0.03865,0.0234,0.01425,0.0058,0.00275,0.00075,0.00025,0.00005
0.29605,0.27765,0.24595,0.22365,0.19315,0.16165,0.1299,0.09785,0.0714,0.0466,0.0286,0.01455,0.00775,0.00325,0.00095,0.00005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2191,0.19195,0.15205,0.12675,0.09475,0.06945,0.041,0.02265,0.01245,0.0062,0.00245,0.0007,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.12695,0.09445,0.0646,0.04285,0.0252,0.0131,0.00675,0.00225,0.00045,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
